Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);COD_DIS;DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea EMT;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
3380;;MARQUESINA MOD XXI 4-M STD;6;TETUAN;EDGAR NEVILLE;CALLE;Nº 103;PROX. C/RAIMUNDO FERNANDEZ VILLAVERDE;AV GRAL PERON;EDGAR NEVILLE, CALLE Nº10 PROX. C/RAIMUNDO FERNANDEZ VILLAVERDE AV GRAL PERON;441006,7464;4477887,529;SI;5/149/;440897,3354;4477680,051;-3,696965472;40,4476763
3387;;MARQUESINA MOD XXI 4-M STD;6;TETUAN;ROSARIO PINO;CALLE;Nº 14;ESQ C/ POETA JOAN MARAGALL;C/ORENSE;ROSARIO PINO, CALLE Nº14 ESQ C/ POETA JOAN MARAGALL C/ORENSE;441381,7778;4479501,999;SI;149/;441272,3789;4479294,525;-3,69269244;40,46224675
3392;;MARQUESINA MOD XXI 4-M REDUCIDA;8;FUENCARRAL - EL PARDO;MONFORTE DE LEMOS;AV;Nº 0;ESQ. C/ FINISTERRE;Pº CASTELLANA;MONFORTE DE LEMOS, AV Nº ESQ. C/ FINISTERRE Pº CASTELLANA;440503,6186;4481420,394;SI;134/137/;440394,2414;4481212,942;-3,703229597;40,47946607
3398;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;ALCALA;CALLE;Nº 710;JTO PISCINA;N-II;ALCALA, CALLE Nº710 JTO PISCINA N-II;449213;4478066;SI;77/N5/;449103,5671;4477858,403;-3,600213597;40,44982593
3399;6847;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;NUESTRA SEÑORA DE VALVERDE;CALLE;Nº 0;ESQ C/ ALONSO QUIJANO;LLANO CASTELLAN;NTRA. SRA. DE VALVERDE, CALLE Nº0 ESQ C/ ALONSO QUIJANO LLANO CASTELLAN;442018,5938;4484169,5;SI;T61/154/;441909,2316;4483962,043;-3,685608961;40,50433841
3404;;MARQUESINA MOD XXI 5-M STD;20;SAN BLAS - CANILLEJAS;ALCALA;CALLE;Nº 0;FTE. CIUDAD PEGASO;PUERTA DEL SOL;ALCALA, CALLE Nº0 FTE. CIUDAD PEGASO PUERTA DEL SOL;449548;4478075;SI;77/N5/S.E/1- (LAS REJAS);449438,5672;4477867,398;-3,596263914;40,4499274
3424;;MARQUESINA MOD XXI 4-M STD;9;MONCLOA - ARAVACA;SENECA;CALLE;Nº 0;DESPUÉS DE C/ SENDA DEL REY;CTRA CASTILLA;SENECA, CALLE Nº0 ESQ SENDA DEL REY CTRA CASTILLA;437850,6214;4476441,129;SI;160/161/A/;437741,2122;4476233,681;-3,734039346;40,43441649
3430;9689;MARQUESINA MOD XXI 4-M STD;9;MONCLOA - ARAVACA;ARROYO DE POZUELO;CALLE;Nº 0;JTO C/ ALCORNOQUE;CTRA CASTILLA;ARROYO DE POZUELO, CALLE Nº0 JTO C/ ALCORNOQUE CTRA CASTILLA;434931;4478346;SI;160/658/N902/;434821,6302;4478138,596;-3,768654179;40,45135285
3434;9387;MARQUESINA MOD XXI 4-M STD;9;MONCLOA - ARAVACA;ARROYO DE POZUELO;CALLE;Nº 0;JTO C/ PASIONARIA;CTRA CASTILLA;ARROYO DE POZUELO, CALLE Nº0 JTO C/ PASIONARIA CTRA CASTILLA;434388;4478421;SI;160/658/N902/;434278,6348;4478213,602;-3,775064981;40,45198577
3437;;MARQUESINA MOD XXI 4-M STD;9;MONCLOA - ARAVACA;ROSAS DE ARAVACA;CALLE;Nº 0;JUNTO ESTACION DERENFE;C/HUMERA;ROSAS DE ARAVACA, CALLE Nº JUNTO ESTACION DERENFE C/HUMERA;433693,8794;4478080,115;SI;160/;433584,5161;4477872,722;-3,783214485;40,44885987
3440;9911;MARQUESINA MOD XXI 5-M STD;9;MONCLOA - ARAVACA;HUMERA;CTRA;Nº 0;FRENTE Nº 8;C/ OSA MAYOR;HUMERA, CTRA Nº0 FRENTE Nº 8 C/ OSA MAYOR;434062,49;4479132,604;SI;160/161/657/;433953,1336;4478925,214;-3,778977375;40,45837036
3445;;MARQUESINA MOD XXI 5-M REDUCIDA ;9;MONCLOA - ARAVACA;MARIA REINA;GTA;Nº 0;ESQ C/ ACAMAR;C/ OSA MAYOR;MARIA REINA, GTA Nº0 ESQ C/ ACAMAR C/ OSA MAYOR;433387;4479245;SI;160/N28/658/N902/;433277,6495;4479037,618;-3,786955352;40,45932896
3450;9691;MARQUESINA MOD XXI 5-M STD;9;MONCLOA - ARAVACA;CASTILLA;CTRA;Nº 0;JTO COLEG. ROSALES;MADRID;CASTILLA, CTRA Nº0 JTO COLEG. ROSALES MADRID;435023,8206;4478814,855;SI;161/658/N902/;434914,4544;4478607,452;-3,767607651;40,45558372
3455;;MARQUESINA MOD XXI 4-M STD;9;MONCLOA - ARAVACA;DARIO APARICIO;CALLE;Nº 0;C/ TAPIA DE CASARIEGO;CTRA CASTILLA;DARIO APARICIO, CALLE Nº C/ TAPIA DE CASARIEGO CTRA CASTILLA;435067,7808;4480253,729;SI;161/;434958,4273;4480046,335;-3,767236549;40,46854901
3462;;MARQUESINA MOD XXI 4-M REDUCIDA;9;MONCLOA - ARAVACA;VALDEMARIN;AV;Nº 0;FTE Nº 71;Cº LA ZARZUELA;VALDEMARIN, AVD Nº0 FTE Nº 71 Cº LA ZARZUELA;434118,469;4480464,146;SI;161/;434009,1242;4480256,763;-3,778455533;40,47036972
3497;;MARQUESINA MOD XXI 4-M STD;19;VICALVARO;BULEVAR INDALECIO PRIETO;CALLE;Nº 0;ESQ. BULEVAR JOSE PRAT;AV.DR. GARCIA TAPIA;BULEVAR INDALECIO PRIETO Nº ESQ. BULEVAR JOSE PRAT AV.DR. GARCIA TAPIA;447310;4472285;SI;8/71/;447200,5104;4472077,403;-3,622174779;40,39762846
3504;;MARQUESINA MOD XXI 5-M STD;14;MORATALAZ;ENCUENTRO;PZA;Nº 0;ESQ AV MORATALAZ;AV MORATALAZ;ENCUENTRO, PZA Nº0 ESQ AV MORATALAZ AV MORATALAZ;444823,7824;4473209,407;SI;100/;444714,3079;4473001,851;-3,651550043;40,4057951
3507;;MARQUESINA MOD XXI 5-M STD;20;SAN BLAS - CANILLEJAS;ALCALA;CALLE;Nº 0;FTE Nº 526-JTO PARQUE SUANZES;PUERTA DEL SOL;ALCALA, CALLE Nº0 FTE Nº 526-JTO PARQUE SUANZES PUERTA DEL SOL;447476;4477289;SI;77/;447366,5603;4477081,426;-3,620632336;40,4427183
3527;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;FERMINA SEVILLANO;CALLE;Nº 0;FTE Nº 3;N - II;FERMINA SEVILLANO, CALLE Nº0 FTE Nº 3 N - II;451795,9326;4477421,15;SI;N5/;451686,496;4477213,508;-3,569705934;40,44417043
3531;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;SEGUNDA;AV;Nº 7;;C/ ALCALA;SEGUNDA, AVD Nº7 - C/ ALCALA;449725,1554;4477738,208;SI;77/N5/;449615,7197;4477530,601;-3,594148166;40,44690408
3534;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;ALCALA;CALLE;Nº 477;ESQ C/ RIOBAMBA;PUERTA DEL SOL;ALCALA, CALLE Nº477 ESQ C/RIOBAMBA PUERTA DEL SOL;446429,782;4476923,709;SI;77/104/N5/;446320,3397;4476716,149;-3,632937377;40,4393608
3562;11214;MARQUESINA MOD XXI 4-M STD;17;VILLAVERDE;DOMINGO PARRAGA;CALLE;Nº 0;ESQ. STA. JOAQUINA DE VEDRUNA;LEGANES;DOMINGO PARRAGA, CALLE Nº0 ESQ. STA. JOAQUINA DE VEDRUNA LEGANES;439395,5;4466196,5;SI;22/T41/432/;439285,9667;4465988,983;-3,714851392;40,34224139
3563;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;JOSEFA VALCARCEL;CALLE;Nº 42;JTO PASARELA PEATONAL;J.I.LUCA TENA;JOSEFA VALCARCEL, CALLE Nº42 JTO PASARELA PEATONAL J.I.LUCA TENA;445791;4477969;SI;114/115/N4/;445681,5698;4477761,455;-3,640558061;40,448736
3578;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;CHANTADA;CALLE;Nº 0;DESP  C/ CANDIDO MATEOS;C/ CESAR MANRIQUE;CHANTADA, CALLE Nº0 DESP  C/ CANDIDO MATEOS C/ CESAR MANRIQUE;439233;4480749;SI;42/;439123,624;4480541,56;-3,718154807;40,47332585
3581;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;CHANTADA;CALLE;Nº 0;DESP. C/ CESAR MANRIQUE;C/ RIBADAVIA;CHANTADA, CALLE Nº DESP. C/ CESAR MANRIQUE C/ RIBADAVIA;439058,2366;4480784,768;SI;42/;438948,8619;4480577,33;-3,720219753;40,47363525
3582;;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;MACHUPICHU;AV;Nº 0;ESQ C/ VICENTE MORALES;AV. DE LOS ANDES;MACHUPICHU, AV Nº0  ESQ C/ VICENTE MORALES AV. DE LOS ANDES;446228;4479464;SI;112/122/153/;446118,581;4479256,457;-3,635531729;40,46223222
3584;;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;MACHUPICHU;AV;Nº 37;PROX. C/ ANTONIO LARRAZABAL;AV DE LOS ANDES;MACHUPICHU, AV Nº37  PROX. C/ ANTONIO LARRAZABAL AV DE LOS ANDES;446914,819;4479160,933;SI;112/122/153/;446805,3953;4478953,379;-3,627405811;40,45954618
3588;;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;ANDES (DE LOS);AV;Nº 0;ESQ GTA MAR CARIBE;CAMPO DE LAS NACIONE;ANDES (DE LOS), AV Nº ESQ GTA MAR CARIBE CAMPO DE LAS NACIONE;447372,478;4478601,344;SI;104/112/122/153/;447263,0496;4478393,779;-3,621961804;40,45453416
3593;F/S;MARQUESINA MOD XXI 4-M REDUCIDA;2;ARGANZUELA;PALOS DE LA FRONTERA;CALLE;Nº 0;ESQ Pº S Mª CABEZA;Pº Sª Mª DE LA CABEZA;PALOS DE LA FRONTERA, CALLE Nº ESQ Pº S Mª CABEZA Pº SªMª DE LA CABEZA;441007;4472966;SI;F/S-55/;440897,5367;4472758,495;-3,696505608;40,40334062
3594;;MARQUESINA MOD XXI 4-M REDUCIDA;5;CHAMARTIN;BURGOS;AV;Nº 24;;AVD. SAN LUIS;BURGOS, AV. Nº24 - AVD. SAN LUIS;442864;4481195;SI;129/150/;442754,6089;4480987,515;-3,675363471;40,4776014
3603;16877;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;FRANCISCO PI Y MARGALL;AV;Nº 0;DESP. DE C/ ANA DE AUSTRIA;AV. NICETO ALCALA ZA;FRANCISCO PI Y MARGALL, AV. Nº DESP. DE C/ ANA DE AUSTRIA AV. NICETO ALCALA ZA;443760,9624;4483000,378;SI;173/N1/158/;443651,5835;4482792,89;-3,664942408;40,49392635
3605;16879;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;FRANCISCO PI Y MARGALL;AV;Nº 0;FTE Nº 90-102;AV NICETO ALCALA ZAM;FRANCISCO PI Y MARGALL, AV. Nº0 FTE Nº 90-102 AV NICETO ALCALA ZAM;444009,8186;4482790,964;SI;173/N1/158/;443900,4369;4482583,471;-3,661987447;40,49205668
3615;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;SANTO DOMINGO DE LA CALZADA;AV;Nº 0;DESP. AV CAMINO DE SANTIAGO;C/ NICETO ALCALA ZAMORA;SANTO DOMINGO DE LA CALZADA, AV DESP. AV CAMINO DE SANTIAGO C/ NICETO ALCALA ZAMORA;443338,1152;4484543,782;SI;170/T61/;443228,7506;4484336,308;-3,67007008;40,50780127
3625;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;SANTUARIO DE VALVERDE;AV;Nº 1;ANTES AV. MONASTERIO DE SILOS;AV.MONASTERIO DE SIL;SANTUARIO DE VALVERDE, AV. Nº1 ANTES AV. MONASTERIO DE SILOS AV.MONASTERIO DE SIL;440031;4484165;SI;134/170/178/N23/;439921,6493;4483957,569;-3,709065048;40,50415655
3626;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;MONASTERIO DEL ESCORIAL;AV;Nº 0;DESP.AV.MOTECARMELO;AV.SANTUARIO DE VALV;MONASTERIO DEL ESCORIAL, AV. Nº  DESP.AV.MOTECARMELO AV.SANTUARIO DE VALV;440869,9304;4484191,627;SI;134/170/178/N23/;440760,575;4483984,185;-3,699166957;40,50445664
3633;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;JACOBEO;CALLE;Nº 0;FTE Nº 50;C/ CASATEJADA;JACOBEO, CALLE Nº FTE Nº 50 C/ CASATEJADA;435508,185;4468818,921;SI;35/N17/;435398,7034;4468611,457;-3,760882102;40,36557393
3635;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;MONASTERIO DE LAS HUELGAS;CALLE;Nº 9;ANT MONASTERIO DEL PAULAR;C/ COSTA BRAVA;MONASTERIO DE LAS HUELGAS, CALLE Nº9 ANT MONASTERIO DEL PAULAR C/ COSTA BRAVA;440187,9444;4483880,553;SI;134/170/178/;440078,5905;4483673,118;-3,707185997;40,50160548
3648;;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;FUENTE DE LA MORA;Cº;Nº 0;FTE AV FUENTE DE LA MORA;AV INGENIERO EMILIO HERRERA;FUENTE DE LA MORA, Cº Nº FTE AV FUENTE DE LA MORA AV INGENIERO EMILIO HERRERA;443948;4482090;SI;150/;443838,6124;4481882,505;-3,662654829;40,48573789
3659;;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;FERNANDEZ CARO;CALLE;Nº 12;DESP C/ GIL DE ONTAÑON;C/ ARTURO SORIA;FERNANDEZ CARO, CALLE Nº12 DESP C/ GIL DE ONTAÑON C/ ARTURO SORIA;445210;4477234;SI;21/;445100,5655;4477026,46;-3,6473457;40,4420766
3661;;MARQUESINA MOD XXI 4-M STD;14;MORATALAZ;ARROYO DE FONTARRON;CALLE;Nº 0;FTE C/ TACONA;C/ FUENTE CARRANTONA;ARROYO DE FONTARRON, CALLE Nº0 FTE C/ TACONA C/ FUENTE CARRANTONA;445608;4472133;SI;20/;445498,5121;4471925,428;-3,642216478;40,39614972
3663;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;CONGOSTO;CALLE;Nº 0;FTE Nº 64;C/ REAL DE ARGANDA;CONGOSTO, CALLE Nº FTE Nº 64 C/ REAL DE ARGANDA;447620;4469377;SI;54/;447510,4813;4469169,388;-3,618282786;40,37145069
3679;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;YECORA;CALLE;Nº 4;DESP AV ARAGON;C/ ARCAUTE;YECORA, CALLE Nº4 DESP AV ARAGON C/ ARCAUTE;451446,0322;4477832,73;SI;77/167/S.E/1- (LAS REJAS);451336,5975;4477625,096;-3,573863226;40,44785787
3685;;MARQUESINA MOD XXI 5-M STD;4;SALAMANCA;GUINDALERA;AV;Nº 0;DESP AV CAMILO JOSE CELA;PZA. VENECIA;GUINDALERA, AV. Nº0 DESP AV CAMILO JOSE CELA PZA. VENECIA;443611;4477086;SI;43/74/;443501,5699;4476878,482;-3,666185876;40,44063643
3726;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;OBOLO;CALLE;Nº 0;FTE. C/ DOBLA;AV. DEL EURO;OBOLO, CALLE Nº0 FTE. C/ DOBLA AV. DEL EURO;437182;4469380;SI;155/;437072,514;4469172,522;-3,741224708;40,37075629
3738;;MARQUESINA MOD XXI 4-M STD;4;SALAMANCA;DIEGO DE LEON;CALLE;Nº 36;ANTES C/ CASTELLO;C/ CONDE PEÑALVER;DIEGO DE LEON, CALLE Nº36 ANTES C/ CASTELLO C/ CONDE PEÑALVER;442343;4476438;SI;61/;442233,5677;4476230,497;-3,681077279;40,43471195
3758;;MARQUESINA MOD XXI 4-M STD;19;VICALVARO;VICALVARADA;PZA;Nº 0;ANT Pº ARTILLEROS;Pº ARTILLEROS;VICALVARADA, PZA Nº0 ANTES Pº ARTILLEROS Pº ARTILLEROS;448338;4473572;SI;4/100/106/N7/;448228,5233;4473364,394;-3,610166293;40,40928707
3766;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;CAMINO DE SANTIAGO;AV;Nº 0;ANT GTAMONTE DEL GOZO;SANTO DOMINGO DE LA CALZADA;CAMINO DE SANTIAGO, AV ANT GTA MONTE DEL GOZO SANTO DOMINGO DE LA CALZADA;443520;4484857;SI;170/172/T61/               ;443410,6371;4484649,525;-3,667951411;40,51063528
3767;;MARQUESINA MOD XXI 4-M REDUCIDA;8;FUENCARRAL - EL PARDO;CAMINO DE SANTIAGO;AV;Nº 0;DESP PZA MONTE DEL GOZO;PZA DEL OBRADOIRO;CAMINO DE SANTIAGO, AV. Nº DESP PZA MONTE DEL GOZO - PZA DEL OBRADOIRO;443557,0602;4484822,846;SI;170/172/T61/;443447,6969;4484615,371;-3,667510953;40,51033014
3771;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;SAN MILLAN DE LA COGOLLA;Pº;Nº 0;DES. C/ SIERRA DE ATAPUERCA;C/ VALCARLOS;SAN MILLAN DE LA COGOLLA, Pº Nº DES. C/ SIERRA DE ATAPUERCA C/ VALCARLOS;443394,1566;4484053,895;SI;175/;443284,7879;4483846,418;-3,669364841;40,50339199
3772;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;SAN MILLAN DE LA COGOLLA;Pº;Nº 0;ANTES Cº DE SANTIAGO;AV Cº DE SANTIAGO;SAN MILLAN DE LA COGOLLA, Pº Nº ANTES Cº DE SANTIAGO AV Cº DE SANTIAGO;443180;4484356;SI;175/;443070,6345;4484148,528;-3,671919318;40,50609884
3774;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;CAMINO DE SANTIAGO;AV;Nº 0;ANT C/SAN JUAN DE ORTEGA;C/CASTIELLO DE JACA;CAMINO DE SANTIAGO, AV. Nº0 ANTES C/SAN JUAN DE ORTEGA C/CASTIELLO DE JACA;443026,3006;4484091,589;SI;172/S.E./       ;442916,9336;4483884,117;-3,673709449;40,50370636
3780;16875;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;MARIA DE PORTUGAL;CALLE;Nº 0;DESP. AV. FCO PI Y MARGAL;AV. NICETO ALCALA ZA;MARIA DE PORTUGAL, CALLE Nº DESP. AV. FCO PI Y MARGAL AV. NICETO ALCALA ZA;443773;4483080;SI;155B/;443663,6217;4482872,512;-3,664807439;40,49464445
3789;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;CASTIELLO DE JACA;CALLE;Nº 11;DESP C/ PUENTE DE LA REINA;AV CAMINO SANTIAGO;CASTIELLO DE JACA, CALLE Nº11 DESP C/ PUENTE DE LA REINA AV CAMINO SANTIAGO;442848;4483848;SI;176/N24/;442738,6318;4483640,53;-3,675791652;40,50149975
3792;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;CASTIELLO DE JACA;CALLE;Nº 0;DESP C/ BURGUETE;AV CAMINO SANTIAGO;CASTIELLO DE JACA, CALLE Nº DESP C/ BURGUETE AV CAMINO SANTIAGO;442751;4484209;SI;176/N24/;442641,635;4484001,533;-3,676969015;40,5047451
3793;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;SANTO DOMINGO DE LA CALZADA;AV;Nº 0;ANTES C/ CASTIELLO DE JACA;C/ MONASTERIO ARLANZ;SANTO DOMINGO DE LA CALZADA, AV. Nº ANTES C/ CASTIELLO DE JACA C/ MONASTERIO ARLANZ;442731,1268;4484617,211;SI;176/;442621,7652;4484409,746;-3,677240501;40,50842107
3797;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;SANTO DOMINGO DE LA CALZADA;AV;Nº 0;DESP Cº DE SANTIAGO;C/ CASTIELLO DE JACA;SANTO DOMINGO DE LA CALZADA, AV. Nº0 DESP Cº DE SANTIAGO C/ CASTIELLO DE JACA;443258,4914;4484647,573;SI;176/;443149,1279;4484440,101;-3,671019124;40,50873083
3798;;MARQUESINA MOD XXI 4-M STD;9;MONCLOA - ARAVACA;BARRIAL (DEL);Cº;Nº 0;JTO ESTACION RENFE;N - VI;EL BARRIAL Nº0 JTO ESTACION RENFE N - VI;431537;4479849;SI;162/;431427,6692;4479641,64;-3,808838133;40,4646195
3808;;MARQUESINA MOD XXI 4-M STD;10;LATINA;NAVALMORAL DE LA MATA;CALLE;Nº 0;FTE Nº 1;C/ OLIVA PLASENCIA;NAVALMORAL DE LA MATA, CALLE Nº0 FTE Nº 1 C/ OLIVA PLASENCIA;434088;4469929;SI;39/;433978,5419;4469721,555;-3,77772245;40,37546288
3811;;MARQUESINA MOD XXI 5-M STD;4;SALAMANCA;DOCTOR ESQUERDO;CALLE;Nº 0;ESQ C/ MANUEL BECERRA;CAMBIO SENTIDO;DR. ESQUERDO, CALLE Nº0 FTE Nº 3 (ISLETA) CONDE CASAL;443405,7332;4475630,041;SI;2/;443296,2886;4475422,518;-3,668476334;40,42750639
3812;;MARQUESINA MOD XXI 4-M STD;2;ARGANZUELA;IMPERIAL;Pº;Nº 27;DESP C/ GIL IMON;RDA SEGOVIA;IMPERIAL, Pº Nº27 DESP C/ GIL IMON RDA SEGOVIA;439263;4473492;SI;41/;439153,5511;4473284,519;-3,717106764;40,40795366
3818;18706;MARQUESINA MOD XXI 4-M STD;10;LATINA;JOAQUIN TURINA;CALLE;Nº 0;ANT C/ JACOBEO;AV CARABANCHEL ALTO;JOAQUIN TURINA, CALLE Nº ANT C/ JACOBEO AV CARABANCHEL ALTO;435366;4469596;SI;34/486/;435256,529;4469388,541;-3,762635415;40,37256321
3828;;MARQUESINA MOD XXI 4-M STD;19;VICALVARO;MINERVA;CALLE;Nº 0;ANTES AV DE LAS COMUNIDADES;AV COMUNIDADES;MINERVA, CALLE Nº ANT AV DE LAS COMUNIDADES AV COMUNIDADES;448451;4471910;SI;71/;448341,5067;4471702,384;-3,608699892;40,39432159
3838;;MARQUESINA MOD XXI 5-M STD;10;LATINA;FUENTE DE LIMA;CALLE;Nº 22;JTO UNIVERSIDAD UNED;AV LAS AGUILAS;FUENTE DE LIMA, CALLE Nº22 JTO UNIVERSIDAD UNED AV LAS AGUILAS;433716;4470745;SI;17/;433606,5548;4470537,563;-3,782189026;40,38278423
3847;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;CERRO MILANO;CALLE;Nº 143;DESP AV DE LA GAVIA;C/ PEÑARANDA BRACAMO;CERRO MILANO, CALLE Nº 143 DESP AV DE LA GAVIA C/ PEÑARANDA DE BRACAMONTE;447811,5572;4468907,563;SI;142/;447702,0339;4468699,947;-3,615988075;40,36723367
3849;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;AV;Nº 42;DESP PEÑARANDA DE BRACAMONTE;GRAN VIA DEL ESTE;ENSANCHE DE VALLECAS, AV Nº42 DESP PEÑARANDA DE BRACAMONTE GRAN VIA DEL ESTE;448370,9186;4469027,17;SI;145/N9/;448261,3966;4468819,545;-3,609409718;40,368346
3850;;MARQUESINA MOD XXI 4-M STD;18;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;AV;Nº 0;ANT AV PEÑARANDA DE BRACAMONTE;AV VILLA DE VALLECAS;ENSANCHE DE VALLECAS, AV Nº0 ANTES AV PEÑARANDA DE BRACAMONTE AV VILLA DE VALLECAS;448396,6432;4469066,746;SI;145/;448287,1216;4468859,12;-3,609109939;40,36870412
3860;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;PESETA (DE LA);AV;Nº 50;ANT C/ SALVADOR ALLENDE;VIA LUSITANA;PESETA (DE LA), AV ANT C/ SALVADOR ALLENDE VIA LUSITANA;435729,5428;4468449,342;SI;35/155/N17/S.E/;435620,0551;4468241,874;-3,758237904;40,36226169
3869;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;CAMINO DE SANTIAGO;AV;Nº 0;FTE Nº 21;GTA MONTE DEL GOZO;CAMINO DE SANTIAGO, AV. Nº0 FTE Nº 21 GTA MONTE DEL GOZO;442963,8116;4483616,695;SI;172/176/                         ;442854,4411;4483409,222;-3,674404107;40,49942402
3872;;MARQUESINA MOD XXI 4-M STD;8;FUENCARRAL - EL PARDO;VALCARLOS;CALLE;Nº 0;FTE 22-46;AV Cº SANTIAGO;VALCARLOS,CALLE Nº FTE 22-46 AV Cº SANTIAGO;443891;4484355;SI;176/;443781,6317;4484147,517;-3,66352809;40,50613822
3874;;MARQUESINA MOD XXI 5-M STD;8;FUENCARRAL - EL PARDO;TIERRA DE MELIDE;Pº;Nº 21;ANT C/ SIERRA DE ATAPUERCA;C/ VALCARLOS;TIERRA DE MELIDE, Pº Nº21 ANTES C/ SIERRA DE ATAPUERCA  C/ VALCARLOS;443740;4484506;SI;176/;443630,6335;4484298,52;-3,665323604;40,50748827
3883;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;MARAVEDI (DEL);CALLE;Nº 0;DESP AV DEL EURO;AV DE LA PESETA;MARAVEDI (DEL), CALLE Nº DESP AV DEL EURO AV DE LA PESETA;436552,595;4468667,964;SI;155/;436443,1045;4468460,489;-3,748566974;40,36429421
3901;7651;MARQUESINA MOD XXI 5-M STD;17;VILLAVERDE;DOMINGO PARRAGA;CALLE;Nº 0;JTO INTERCAMBIADOR;AV REAL PINTO;DOMINGO PARRAGA, CALLE Nº0 JTO INTERCAMBIADOR AV REAL PINTO;439587;4466162;SI;79/N14/432/;439477,4655;4465954,48;-3,712593567;40,34194449
3911;;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;EMILIO VARGAS;CALLE;Nº 1;ANT C/ TORRELAGUNA; C/ TORRELAGUNA;EMILIO VARGAS, CALLE Nº1 ANTES C/ TORRELAGUNA  C/ TORRELAGUNA;444485,727;4477822,912;SI;122/;444376,3005;4477615,385;-3,655936902;40,44733381
3913;;MARQUESINA MOD XXI 5-M STD;2;ARGANZUELA;MENDEZ ALVARO;CALLE;Nº 0;JTO PZA AMANECER DE MENDEZ ALVARO;M - 30;MENDEZ ALVARO, CALLE Nº0 JTO PZA AMANECER DE MENDEZ ALVARO M - 30;442018,8338;4472498,108;SI;102/152/N11/N13/;441909,3605;4472290,588;-3,684539669;40,39919668
3927;;MARQUESINA MOD XXI 4-M STD;16;HORTALEZA;LOPEZ DE HOYOS;CALLE;Nº 0;ANT C/ RICARDO SAN JUAN;PZA STOS.HUMOSA;LOPEZ DE HOYOS, CALLE Nº0  ANT C/ RICARDO SAN JUAN  PZA STOS.HUMOSA;444609,0252;4479912,032;SI;9/72/;444499,6163;4479704,515;-3,654665452;40,46616198
3941;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;LUCANO;CALLE;Nº 41;DESP C/ FENELON;C/ CANAL DEL BOSFORO;LUCANO, CALLE Nº41 DESP C/ FENELON C/ CANAL DEL BOSFORO;448330;4476768;SI;28/48/140/N5/;448220,5551;4476560,41;-3,610520457;40,4380783
